amount,bill_usage,service,tran_date,account
55.7,16,WATER,31-01-15,6-1447S
41.2,11,WATER,28-02-15,6-1447S
91,26,WATER,31-03-15,6-1447S
137.8,39,WATER,30-04-15,6-1447S
130.6,37,WATER,31-05-15,6-1447S
85.24,19,WATER,30-06-15,6-1447S
2.16,18,PWS,31-07-14,6-1447S
55.52,18,WATER,31-07-14,6-1447S
74.06,24,WATER,31-08-14,6-1447S
74.06,24,WATER,30-09-14,6-1447S
61.7,20,WATER,31-10-14,6-1447S
0.54,9,PWS,31-12-14,6-1447S
0,0,PWS,31-01-15,6-1447S
0,0,PWS,28-02-15,6-1447S
0,0,PWS,31-03-15,6-1447S
0,0,PWS,30-04-15,6-1447S
0,0,PWS,31-05-15,6-1447S
0,0,PWS,30-06-15,6-1447S
3.4,20,PWS,31-10-14,6-1447S
0.7,14,PWS,30-11-14,6-1447S
8.4,24,PWS,31-08-14,6-1447S
11.76,24,PWS,30-09-14,6-1447S
58.61,19,WATER,31-07-14,5-9532X
55.52,18,WATER,31-08-14,5-9532X
21.78,3,WATER,31-01-15,5-9532X
24.14,4,WATER,28-02-15,5-9532X
24.14,4,WATER,31-03-15,5-9532X
31.22,7,WATER,30-04-15,5-9532X
33.58,8,WATER,31-05-15,5-9532X
51.3,11,WATER,30-06-15,5-9532X
2.28,19,PWS,31-07-14,5-9532X
6.3,18,PWS,31-08-14,5-9532X
7.35,15,PWS,30-09-14,5-9532X
2.72,16,PWS,31-10-14,5-9532X
0.65,13,PWS,30-11-14,5-9532X
0.3,5,PWS,31-12-14,5-9532X
0,0,PWS,31-01-15,5-9532X
0,0,PWS,28-02-15,5-9532X
0,0,PWS,31-03-15,5-9532X
0,0,PWS,30-04-15,5-9532X
0,0,PWS,31-05-15,5-9532X
0,0,PWS,30-06-15,5-9532X
24.85,5,WATER,31-12-14,5-9532X
47.45,15,WATER,30-09-14,5-9532X
49.94,16,WATER,31-10-14,5-9532X
42.47,13,WATER,30-11-14,5-9532X
26.88,6,WATER,31-07-14,5-4322U
22.82,4,WATER,31-08-14,5-4322U
28.91,7,WATER,30-09-14,5-4322U
32.97,9,WATER,31-10-14,5-4322U
26.88,6,WATER,30-11-14,5-4322U
24.14,4,WATER,30-04-15,5-4322U
24.14,4,WATER,31-05-15,5-4322U
34.26,6,WATER,30-06-15,5-4322U
0.72,6,PWS,31-07-14,5-4322U
1.4,4,PWS,31-08-14,5-4322U
3.43,7,PWS,30-09-14,5-4322U
1.53,9,PWS,31-10-14,5-4322U
0.3,6,PWS,30-11-14,5-4322U
0.18,3,PWS,31-12-14,5-4322U
20.79,3,WATER,31-12-14,5-4322U
26.5,5,WATER,31-01-15,5-4322U
26.5,5,WATER,28-02-15,5-4322U
24.14,4,WATER,31-03-15,5-4322U
0,0,PWS,31-05-15,5-4322U
0,0,PWS,30-06-15,5-4322U
0,0,PWS,30-04-15,5-4322U
0,0,PWS,31-01-15,5-4322U
0,0,PWS,28-02-15,5-4322U
0,0,PWS,31-03-15,5-4322U
310.3,80,WATER,31-05-15,4-4336B
0,0,PWS,30-06-15,4-4336B
239.31,50,WATER,30-06-15,4-4336B
0,0,PWS,30-04-15,4-4336B
0,0,PWS,31-05-15,4-4336B
87.4,25,WATER,30-04-15,4-4336B
310.2,91,WATER,31-07-14,6-2472B
92.6,30,WATER,31-08-14,6-2472B
61.7,20,WATER,30-09-14,6-2472B
22.82,4,WATER,31-10-14,6-2472B
17.06,1,WATER,31-03-15,6-2472B
19.42,2,WATER,30-04-15,6-2472B
10.92,91,PWS,31-07-14,6-2472B
10.5,30,PWS,31-08-14,6-2472B
9.8,20,PWS,30-09-14,6-2472B
0.68,4,PWS,31-10-14,6-2472B
2.45,49,PWS,30-11-14,6-2472B
11.22,187,PWS,31-12-14,6-2472B
0,0,PWS,31-01-15,6-2472B
151.31,49,WATER,30-11-14,6-2472B
675,187,WATER,31-12-14,6-2472B
14.7,0,WATER,31-01-15,6-2472B
14.7,0,WATER,28-02-15,6-2472B
0,0,PWS,28-02-15,6-2472B
0,0,PWS,31-03-15,6-2472B
0,0,PWS,30-04-15,6-2472B
14.7,0,WATER,30-09-14,12-7847Y
14.7,0,WATER,31-01-15,12-7847Y
14.7,0,WATER,31-10-14,12-7847Y
16.73,1,WATER,30-11-14,12-7847Y
14.7,0,WATER,31-12-14,12-7847Y
28.86,6,WATER,31-05-15,12-7847Y
21.78,3,WATER,28-02-15,12-7847Y
21.78,3,WATER,31-03-15,12-7847Y
24.14,4,WATER,30-04-15,12-7847Y
16.73,1,WATER,31-08-14,12-7847Y
0.05,1,PWS,30-11-14,12-7847Y
0,0,PWS,31-12-14,12-7847Y
0,0,PWS,31-01-15,12-7847Y
0,0,PWS,28-02-15,12-7847Y
0,0,PWS,31-03-15,12-7847Y
0,0,PWS,30-04-15,12-7847Y
0,0,PWS,31-05-15,12-7847Y
0,0,PWS,30-06-15,12-7847Y
0,0,PWS,30-09-14,12-7847Y
0,0,PWS,31-10-14,12-7847Y
27.74,4,WATER,30-06-15,12-7847Y
0.35,1,PWS,31-08-14,12-7847Y
16.73,1,WATER,31-07-14,7-9741M
0,0,WATER,31-08-14,7-9741M
0.12,1,PWS,31-07-14,7-9741M
0,0,PWS,31-08-14,7-9741M
42.47,13,WATER,30-09-14,4-1507R
30.94,8,WATER,31-12-14,4-1507R
31.22,7,WATER,31-01-15,4-1507R
32.97,9,WATER,31-10-14,4-1507R
32.97,9,WATER,30-11-14,4-1507R
52.8,15,WATER,30-04-15,4-1507R
44.1,12,WATER,31-05-15,4-1507R
33.58,8,WATER,28-02-15,4-1507R
35.94,9,WATER,31-03-15,4-1507R
39.98,12,WATER,31-07-14,4-1507R
39.98,12,WATER,31-08-14,4-1507R
1.53,9,PWS,31-10-14,4-1507R
0.45,9,PWS,30-11-14,4-1507R
0.48,8,PWS,31-12-14,4-1507R
0,0,PWS,31-01-15,4-1507R
0,0,PWS,28-02-15,4-1507R
0,0,PWS,31-03-15,4-1507R
0,0,PWS,30-04-15,4-1507R
0,0,PWS,31-05-15,4-1507R
0,0,PWS,30-06-15,4-1507R
44.04,9,WATER,30-06-15,4-1507R
1.44,12,PWS,31-07-14,4-1507R
4.2,12,PWS,31-08-14,4-1507R
6.37,13,PWS,30-09-14,4-1507R
24.85,5,WATER,30-11-14,2-5573S
22.82,4,WATER,31-12-14,2-5573S
24.14,4,WATER,31-01-15,2-5573S
26.5,5,WATER,28-02-15,2-5573S
24.14,4,WATER,31-03-15,2-5573S
26.5,5,WATER,30-04-15,2-5573S
28.86,6,WATER,31-05-15,2-5573S
31,5,WATER,30-06-15,2-5573S
0.72,6,PWS,31-07-14,2-5573S
1.75,5,PWS,31-08-14,2-5573S
2.94,6,PWS,30-09-14,2-5573S
0.85,5,PWS,31-10-14,2-5573S
0.25,5,PWS,30-11-14,2-5573S
0.24,4,PWS,31-12-14,2-5573S
0,0,PWS,31-01-15,2-5573S
0,0,PWS,28-02-15,2-5573S
0,0,PWS,31-03-15,2-5573S
0,0,PWS,30-04-15,2-5573S
0,0,PWS,31-05-15,2-5573S
0,0,PWS,30-06-15,2-5573S
24.85,5,WATER,31-08-14,2-5573S
26.88,6,WATER,30-09-14,2-5573S
24.85,5,WATER,31-10-14,2-5573S
26.88,6,WATER,31-07-14,2-5573S
58.61,19,WATER,31-07-14,15-3858V
70.97,23,WATER,31-08-14,15-3858V
61.7,20,WATER,30-09-14,15-3858V
65.8,19,WATER,28-02-15,15-3858V
55.7,16,WATER,31-03-15,15-3858V
62.2,18,WATER,30-04-15,15-3858V
65.8,19,WATER,31-05-15,15-3858V
71.3,16,WATER,30-06-15,15-3858V
2.28,19,PWS,31-07-14,15-3858V
8.05,23,PWS,31-08-14,15-3858V
9.8,20,PWS,30-09-14,15-3858V
2.89,17,PWS,31-10-14,15-3858V
52.43,17,WATER,31-10-14,15-3858V
61.7,20,WATER,30-11-14,15-3858V
55.52,18,WATER,31-12-14,15-3858V
69.4,20,WATER,31-01-15,15-3858V
0,0,PWS,31-03-15,15-3858V
0,0,PWS,30-04-15,15-3858V
0,0,PWS,31-05-15,15-3858V
0,0,PWS,30-06-15,15-3858V
1.08,18,PWS,31-12-14,15-3858V
0,0,PWS,31-01-15,15-3858V
0,0,PWS,28-02-15,15-3858V
1,20,PWS,30-11-14,15-3858V
22.82,4,WATER,31-07-14,6-2045A
24.85,5,WATER,31-08-14,6-2045A
18.76,2,WATER,30-09-14,6-2045A
22.82,4,WATER,31-10-14,6-2045A
26.88,6,WATER,30-11-14,6-2045A
28.91,7,WATER,31-12-14,6-2045A
26.5,5,WATER,31-01-15,6-2045A
37.52,7,WATER,30-06-15,6-2045A
0.48,4,PWS,31-07-14,6-2045A
1.75,5,PWS,31-08-14,6-2045A
0.98,2,PWS,30-09-14,6-2045A
0.68,4,PWS,31-10-14,6-2045A
0.3,6,PWS,30-11-14,6-2045A
0.42,7,PWS,31-12-14,6-2045A
0,0,PWS,31-01-15,6-2045A
0,0,PWS,28-02-15,6-2045A
31.22,7,WATER,28-02-15,6-2045A
31.22,7,WATER,31-03-15,6-2045A
28.86,6,WATER,30-04-15,6-2045A
28.86,6,WATER,31-05-15,6-2045A
0,0,PWS,30-06-15,6-2045A
0,0,PWS,31-03-15,6-2045A
0,0,PWS,30-04-15,6-2045A
0,0,PWS,31-05-15,6-2045A
26.88,6,WATER,31-07-14,10-1003O
26.88,6,WATER,31-08-14,10-1003O
24.85,5,WATER,30-09-14,10-1003O
22.82,4,WATER,31-10-14,10-1003O
22.82,4,WATER,30-11-14,10-1003O
18.76,2,WATER,31-12-14,10-1003O
19.42,2,WATER,31-01-15,10-1003O
19.42,2,WATER,28-02-15,10-1003O
21.78,3,WATER,31-03-15,10-1003O
2.1,6,PWS,31-08-14,10-1003O
2.45,5,PWS,30-09-14,10-1003O
0.68,4,PWS,31-10-14,10-1003O
0.2,4,PWS,30-11-14,10-1003O
0.12,2,PWS,31-12-14,10-1003O
0,0,PWS,31-01-15,10-1003O
0,0,PWS,28-02-15,10-1003O
0,0,PWS,31-03-15,10-1003O
0,0,PWS,30-04-15,10-1003O
0,0,PWS,31-05-15,10-1003O
0,0,PWS,30-06-15,10-1003O
21.78,3,WATER,31-05-15,10-1003O
27.74,4,WATER,30-06-15,10-1003O
0.72,6,PWS,31-07-14,10-1003O
24.14,4,WATER,30-04-15,10-1003O
44.96,14,WATER,31-10-14,5-2494E
28.91,7,WATER,31-12-14,5-2494E
26.5,5,WATER,31-01-15,5-2494E
24.14,4,WATER,28-02-15,5-2494E
35,10,WATER,30-11-14,5-2494E
26.5,5,WATER,30-04-15,5-2494E
28.86,6,WATER,31-05-15,5-2494E
31,5,WATER,30-06-15,5-2494E
24.14,4,WATER,31-03-15,5-2494E
35,10,WATER,31-07-14,5-2494E
49.94,16,WATER,31-08-14,5-2494E
42.47,13,WATER,30-09-14,5-2494E
0.5,10,PWS,30-11-14,5-2494E
0.42,7,PWS,31-12-14,5-2494E
0,0,PWS,31-01-15,5-2494E
0,0,PWS,28-02-15,5-2494E
0,0,PWS,31-03-15,5-2494E
0,0,PWS,30-04-15,5-2494E
0,0,PWS,31-05-15,5-2494E
0,0,PWS,30-06-15,5-2494E
2.38,14,PWS,31-10-14,5-2494E
1.2,10,PWS,31-07-14,5-2494E
5.6,16,PWS,31-08-14,5-2494E
6.37,13,PWS,30-09-14,5-2494E
64.79,21,WATER,31-07-14,12-2848K
30.94,8,WATER,31-12-14,12-2848K
31.22,7,WATER,31-01-15,12-2848K
28.86,6,WATER,28-02-15,12-2848K
26.5,5,WATER,31-03-15,12-2848K
28.86,6,WATER,30-04-15,12-2848K
26.5,5,WATER,31-05-15,12-2848K
31,5,WATER,30-06-15,12-2848K
2.52,21,PWS,31-07-14,12-2848K
5.95,17,PWS,31-08-14,12-2848K
4.9,10,PWS,30-09-14,12-2848K
1.87,11,PWS,31-10-14,12-2848K
0.8,16,PWS,30-11-14,12-2848K
0.48,8,PWS,31-12-14,12-2848K
0,0,PWS,31-01-15,12-2848K
0,0,PWS,28-02-15,12-2848K
0,0,PWS,31-03-15,12-2848K
0,0,PWS,30-04-15,12-2848K
0,0,PWS,31-05-15,12-2848K
0,0,PWS,30-06-15,12-2848K
52.43,17,WATER,31-08-14,12-2848K
35,10,WATER,30-09-14,12-2848K
37.49,11,WATER,31-10-14,12-2848K
49.94,16,WATER,30-11-14,12-2848K
44.96,14,WATER,31-07-14,6-9088K
44.96,14,WATER,31-08-14,6-9088K
39.98,12,WATER,30-09-14,6-9088K
35,10,WATER,31-10-14,6-9088K
28.86,6,WATER,31-03-15,6-9088K
31.22,7,WATER,30-04-15,6-9088K
33.58,8,WATER,31-05-15,6-9088K
40.78,8,WATER,30-06-15,6-9088K
1.68,14,PWS,31-07-14,6-9088K
4.9,14,PWS,31-08-14,6-9088K
5.88,12,PWS,30-09-14,6-9088K
1.7,10,PWS,31-10-14,6-9088K
0.6,12,PWS,30-11-14,6-9088K
39.98,12,WATER,30-11-14,6-9088K
28.91,7,WATER,31-12-14,6-9088K
31.22,7,WATER,31-01-15,6-9088K
33.58,8,WATER,28-02-15,6-9088K
0,0,PWS,30-04-15,6-9088K
0,0,PWS,31-05-15,6-9088K
0,0,PWS,30-06-15,6-9088K
0.42,7,PWS,31-12-14,6-9088K
0,0,PWS,31-01-15,6-9088K
0,0,PWS,28-02-15,6-9088K
0,0,PWS,31-03-15,6-9088K
20.79,3,WATER,31-07-14,10-1734X
18.76,2,WATER,31-08-14,10-1734X
18.76,2,WATER,30-09-14,10-1734X
18.76,2,WATER,31-10-14,10-1734X
18.76,2,WATER,30-11-14,10-1734X
16.73,1,WATER,31-12-14,10-1734X
17.06,1,WATER,31-01-15,10-1734X
14.7,0,WATER,28-02-15,10-1734X
0.36,3,PWS,31-07-14,10-1734X
0.7,2,PWS,31-08-14,10-1734X
0.98,2,PWS,30-09-14,10-1734X
0.34,2,PWS,31-10-14,10-1734X
0.1,2,PWS,30-11-14,10-1734X
0.06,1,PWS,31-12-14,10-1734X
0,0,PWS,31-01-15,10-1734X
0,0,PWS,28-02-15,10-1734X
0,0,PWS,31-03-15,10-1734X
17.06,1,WATER,31-03-15,10-1734X
19.42,2,WATER,30-04-15,10-1734X
21.78,3,WATER,31-05-15,10-1734X
21.22,2,WATER,30-06-15,10-1734X
0,0,PWS,30-04-15,10-1734X
0,0,PWS,31-05-15,10-1734X
0,0,PWS,30-06-15,10-1734X
49.94,16,WATER,31-08-14,9-5413Q
26.88,6,WATER,31-12-14,9-5413Q
42.47,13,WATER,30-09-14,9-5413Q
30.94,8,WATER,31-10-14,9-5413Q
30.94,8,WATER,30-11-14,9-5413Q
33.58,8,WATER,30-04-15,9-5413Q
26.5,5,WATER,31-01-15,9-5413Q
28.86,6,WATER,28-02-15,9-5413Q
26.5,5,WATER,31-03-15,9-5413Q
52.43,17,WATER,31-07-14,9-5413Q
2.51,0,DWELLING C,30-09-14,9-5413Q
2.51,0,DWELLING C,31-10-14,9-5413Q
2.51,0,DWELLING C,30-11-14,9-5413Q
2.51,0,DWELLING C,31-12-14,9-5413Q
2.81,0,DWELLING C,31-01-15,9-5413Q
2.81,0,DWELLING C,28-02-15,9-5413Q
2.81,0,DWELLING C,31-03-15,9-5413Q
2.81,0,DWELLING C,30-04-15,9-5413Q
2.81,0,DWELLING C,31-05-15,9-5413Q
2.81,0,DWELLING C,30-06-15,9-5413Q
2.04,17,PWS,31-07-14,9-5413Q
5.6,16,PWS,31-08-14,9-5413Q
6.37,13,PWS,30-09-14,9-5413Q
1.36,8,PWS,31-10-14,9-5413Q
0.4,8,PWS,30-11-14,9-5413Q
0.36,6,PWS,31-12-14,9-5413Q
0,0,PWS,31-01-15,9-5413Q
0,0,PWS,28-02-15,9-5413Q
0,0,PWS,31-03-15,9-5413Q
0,0,PWS,30-04-15,9-5413Q
0,0,PWS,31-05-15,9-5413Q
0,0,PWS,30-06-15,9-5413Q
2.51,0,DWELLING C,31-08-14,9-5413Q
33.58,8,WATER,31-05-15,9-5413Q
44.04,9,WATER,30-06-15,9-5413Q
2.51,0,DWELLING C,31-07-14,9-5413Q
39.98,12,WATER,31-07-14,12-3776L
24.85,5,WATER,31-12-14,12-3776L
28.86,6,WATER,31-01-15,12-3776L
28.86,6,WATER,28-02-15,12-3776L
28.86,6,WATER,31-03-15,12-3776L
35.94,9,WATER,30-04-15,12-3776L
31.22,7,WATER,31-05-15,12-3776L
44.04,9,WATER,30-06-15,12-3776L
1.44,12,PWS,31-07-14,12-3776L
5.6,16,PWS,31-08-14,12-3776L
49.94,16,WATER,31-08-14,12-3776L
35,10,WATER,30-09-14,12-3776L
35,10,WATER,31-10-14,12-3776L
28.91,7,WATER,30-11-14,12-3776L
0,0,PWS,31-01-15,12-3776L
0,0,PWS,28-02-15,12-3776L
0,0,PWS,31-03-15,12-3776L
0,0,PWS,30-04-15,12-3776L
0,0,PWS,31-05-15,12-3776L
0,0,PWS,30-06-15,12-3776L
4.9,10,PWS,30-09-14,12-3776L
1.7,10,PWS,31-10-14,12-3776L
0.35,7,PWS,30-11-14,12-3776L
0.3,5,PWS,31-12-14,12-3776L
61.7,20,WATER,31-07-14,6-9631U
61.7,20,WATER,31-08-14,6-9631U
47.45,15,WATER,30-09-14,6-9631U
35,10,WATER,31-10-14,6-9631U
26.5,5,WATER,31-03-15,6-9631U
26.5,5,WATER,30-04-15,6-9631U
28.86,6,WATER,31-05-15,6-9631U
27.74,4,WATER,30-06-15,6-9631U
2.4,20,PWS,31-07-14,6-9631U
7,20,PWS,31-08-14,6-9631U
7.35,15,PWS,30-09-14,6-9631U
1.7,10,PWS,31-10-14,6-9631U
0.5,10,PWS,30-11-14,6-9631U
35,10,WATER,30-11-14,6-9631U
24.85,5,WATER,31-12-14,6-9631U
31.22,7,WATER,31-01-15,6-9631U
31.22,7,WATER,28-02-15,6-9631U
0,0,PWS,30-04-15,6-9631U
0,0,PWS,31-05-15,6-9631U
0,0,PWS,30-06-15,6-9631U
0,0,PWS,28-02-15,6-9631U
0,0,PWS,31-03-15,6-9631U
0.3,5,PWS,31-12-14,6-9631U
0,0,PWS,31-01-15,6-9631U
61.7,20,WATER,31-07-14,13-3774W
77.15,25,WATER,31-08-14,13-3774W
58.61,19,WATER,30-09-14,13-3774W
64.79,21,WATER,31-10-14,13-3774W
52.43,17,WATER,30-11-14,13-3774W
30.94,8,WATER,31-12-14,13-3774W
73,21,WATER,31-05-15,13-3774W
75.3,17,WATER,30-06-15,13-3774W
2.4,20,PWS,31-07-14,13-3774W
8.75,25,PWS,31-08-14,13-3774W
9.31,19,PWS,30-09-14,13-3774W
3.57,21,PWS,31-10-14,13-3774W
0.85,17,PWS,30-11-14,13-3774W
0.48,8,PWS,31-12-14,13-3774W
0,0,PWS,31-01-15,13-3774W
0,0,PWS,28-02-15,13-3774W
0,0,PWS,31-03-15,13-3774W
0,0,PWS,30-04-15,13-3774W
0,0,PWS,31-05-15,13-3774W
0,0,PWS,30-06-15,13-3774W
31.22,7,WATER,31-03-15,13-3774W
52.8,15,WATER,30-04-15,13-3774W
33.58,8,WATER,31-01-15,13-3774W
38.3,10,WATER,28-02-15,13-3774W
77.15,25,WATER,30-09-14,9-8499Z
32.97,9,WATER,31-12-14,9-8499Z
28.86,6,WATER,31-01-15,9-8499Z
61.7,20,WATER,31-10-14,9-8499Z
44.96,14,WATER,30-11-14,9-8499Z
38.3,10,WATER,30-04-15,9-8499Z
41.2,11,WATER,31-05-15,9-8499Z
28.86,6,WATER,28-02-15,9-8499Z
62.2,18,WATER,31-03-15,9-8499Z
83.33,27,WATER,31-07-14,9-8499Z
111.14,36,WATER,31-08-14,9-8499Z
3.4,20,PWS,31-10-14,9-8499Z
0.7,14,PWS,30-11-14,9-8499Z
0.54,9,PWS,31-12-14,9-8499Z
0,0,PWS,31-01-15,9-8499Z
0,0,PWS,28-02-15,9-8499Z
0,0,PWS,31-03-15,9-8499Z
0,0,PWS,30-04-15,9-8499Z
0,0,PWS,31-05-15,9-8499Z
0,0,PWS,30-06-15,9-8499Z
63.3,14,WATER,30-06-15,9-8499Z
3.24,27,PWS,31-07-14,9-8499Z
12.6,36,PWS,31-08-14,9-8499Z
12.25,25,PWS,30-09-14,9-8499Z
67.88,22,WATER,30-11-14,6-2396T
37.49,11,WATER,31-12-14,6-2396T
44.1,12,WATER,31-01-15,6-2396T
44.1,12,WATER,28-02-15,6-2396T
47,13,WATER,31-03-15,6-2396T
49.9,14,WATER,30-04-15,6-2396T
69.4,20,WATER,31-05-15,6-2396T
67.3,15,WATER,30-06-15,6-2396T
4.56,38,PWS,31-07-14,6-2396T
12.6,36,PWS,31-08-14,6-2396T
16.66,34,PWS,30-09-14,6-2396T
3.57,21,PWS,31-10-14,6-2396T
1.1,22,PWS,30-11-14,6-2396T
0.66,11,PWS,31-12-14,6-2396T
0,0,PWS,31-01-15,6-2396T
0,0,PWS,28-02-15,6-2396T
0,0,PWS,31-03-15,6-2396T
0,0,PWS,30-04-15,6-2396T
0,0,PWS,31-05-15,6-2396T
0,0,PWS,30-06-15,6-2396T
111.14,36,WATER,31-08-14,6-2396T
104.96,34,WATER,30-09-14,6-2396T
64.79,21,WATER,31-10-14,6-2396T
117.32,38,WATER,31-07-14,6-2396T
14.7,0,WATER,31-07-14,3-5014P
14.7,0,WATER,31-08-14,3-5014P
14.7,0,WATER,30-09-14,3-5014P
14.7,0,WATER,28-02-15,3-5014P
14.7,0,WATER,31-03-15,3-5014P
14.7,0,WATER,30-04-15,3-5014P
14.7,0,WATER,31-05-15,3-5014P
14.7,0,WATER,30-06-15,3-5014P
0,0,PWS,31-07-14,3-5014P
0,0,PWS,31-08-14,3-5014P
0,0,PWS,30-09-14,3-5014P
0,0,PWS,31-10-14,3-5014P
14.7,0,WATER,31-10-14,3-5014P
14.7,0,WATER,30-11-14,3-5014P
14.7,0,WATER,31-12-14,3-5014P
14.7,0,WATER,31-01-15,3-5014P
0,0,PWS,31-03-15,3-5014P
0,0,PWS,30-04-15,3-5014P
0,0,PWS,31-05-15,3-5014P
0,0,PWS,30-06-15,3-5014P
0,0,PWS,31-01-15,3-5014P
0,0,PWS,28-02-15,3-5014P
0,0,PWS,30-11-14,3-5014P
0,0,PWS,31-12-14,3-5014P
52.43,17,WATER,31-07-14,9-6066R
58.61,19,WATER,31-08-14,9-6066R
64.79,21,WATER,30-09-14,9-6066R
47.45,15,WATER,31-10-14,9-6066R
120.41,39,WATER,30-11-14,9-6066R
61.7,20,WATER,31-12-14,9-6066R
73,21,WATER,31-05-15,9-6066R
85.24,19,WATER,30-06-15,9-6066R
2.04,17,PWS,31-07-14,9-6066R
6.65,19,PWS,31-08-14,9-6066R
10.29,21,PWS,30-09-14,9-6066R
2.55,15,PWS,31-10-14,9-6066R
1.95,39,PWS,30-11-14,9-6066R
1.2,20,PWS,31-12-14,9-6066R
0,0,PWS,31-01-15,9-6066R
73,21,WATER,31-01-15,9-6066R
69.4,20,WATER,28-02-15,9-6066R
69.4,20,WATER,31-03-15,9-6066R
58.6,17,WATER,30-04-15,9-6066R
0,0,PWS,30-06-15,9-6066R
0,0,PWS,28-02-15,9-6066R
0,0,PWS,31-03-15,9-6066R
0,0,PWS,30-04-15,9-6066R
0,0,PWS,31-05-15,9-6066R
39.98,12,WATER,31-07-14,8-8312B
104.96,13,WATER,31-08-14,8-8312B
0,21,WATER,31-08-14,8-8312B
52.43,17,WATER,30-09-14,8-8312B
42.47,13,WATER,31-10-14,8-8312B
26.88,6,WATER,30-11-14,8-8312B
26.88,6,WATER,31-12-14,8-8312B
33.58,8,WATER,31-01-15,8-8312B
95.18,21,WATER,30-06-15,8-8312B
1.44,12,PWS,31-07-14,8-8312B
11.9,34,PWS,31-08-14,8-8312B
8.33,17,PWS,30-09-14,8-8312B
2.21,13,PWS,31-10-14,8-8312B
0.3,6,PWS,30-11-14,8-8312B
0.36,6,PWS,31-12-14,8-8312B
0,0,PWS,31-01-15,8-8312B
0,0,PWS,28-02-15,8-8312B
0,0,PWS,31-03-15,8-8312B
0,0,PWS,30-04-15,8-8312B
0,0,PWS,31-05-15,8-8312B
0,0,PWS,30-06-15,8-8312B
38.3,10,WATER,30-04-15,8-8312B
47,13,WATER,31-05-15,8-8312B
31.22,7,WATER,28-02-15,8-8312B
33.58,8,WATER,31-03-15,8-8312B
22.82,4,WATER,30-09-14,5-4521Y
52.43,17,WATER,31-12-14,5-4521Y
19.42,2,WATER,31-01-15,5-4521Y
14.7,0,WATER,31-10-14,5-4521Y
26.88,6,WATER,30-11-14,5-4521Y
17.06,1,WATER,30-04-15,5-4521Y
17.06,1,WATER,31-05-15,5-4521Y
17.06,1,WATER,28-02-15,5-4521Y
19.42,2,WATER,31-03-15,5-4521Y
18.76,2,WATER,31-07-14,5-4521Y
22.82,4,WATER,31-08-14,5-4521Y
0,0,PWS,31-10-14,5-4521Y
0.3,6,PWS,30-11-14,5-4521Y
1.02,17,PWS,31-12-14,5-4521Y
0,0,PWS,31-01-15,5-4521Y
0,0,PWS,28-02-15,5-4521Y
0,0,PWS,31-03-15,5-4521Y
0,0,PWS,30-04-15,5-4521Y
0,0,PWS,31-05-15,5-4521Y
0,0,PWS,30-06-15,5-4521Y
21.22,2,WATER,30-06-15,5-4521Y
0.24,2,PWS,31-07-14,5-4521Y
1.4,4,PWS,31-08-14,5-4521Y
1.96,4,PWS,30-09-14,5-4521Y
24.85,5,WATER,30-11-14,15-6779F
26.88,6,WATER,31-12-14,15-6779F
26.5,5,WATER,31-01-15,15-6779F
31.22,7,WATER,28-02-15,15-6779F
31.22,7,WATER,31-03-15,15-6779F
35.94,9,WATER,30-04-15,15-6779F
33.58,8,WATER,31-05-15,15-6779F
37.52,7,WATER,30-06-15,15-6779F
0.72,6,PWS,31-07-14,15-6779F
1.75,5,PWS,31-08-14,15-6779F
2.94,6,PWS,30-09-14,15-6779F
1.36,8,PWS,31-10-14,15-6779F
0.25,5,PWS,30-11-14,15-6779F
0.36,6,PWS,31-12-14,15-6779F
0,0,PWS,31-01-15,15-6779F
0,0,PWS,28-02-15,15-6779F
0,0,PWS,31-03-15,15-6779F
0,0,PWS,30-04-15,15-6779F
0,0,PWS,31-05-15,15-6779F
0,0,PWS,30-06-15,15-6779F
24.85,5,WATER,31-08-14,15-6779F
26.88,6,WATER,30-09-14,15-6779F
30.94,8,WATER,31-10-14,15-6779F
26.88,6,WATER,31-07-14,15-6779F
17.96,1,WATER,30-06-15,4-4809K
0,0,PWS,30-06-15,4-4809K
42.47,13,WATER,31-07-14,8-4187P
20.79,3,WATER,31-12-14,8-4187P
20.79,3,WATER,31-01-15,8-4187P
1.56,13,PWS,31-07-14,8-4187P
2.45,7,PWS,31-08-14,8-4187P
5.39,11,PWS,30-09-14,8-4187P
1.53,9,PWS,31-10-14,8-4187P
0.45,9,PWS,30-11-14,8-4187P
0.18,3,PWS,31-12-14,8-4187P
0.18,3,PWS,31-01-15,8-4187P
28.91,7,WATER,31-08-14,8-4187P
37.49,11,WATER,30-09-14,8-4187P
32.97,9,WATER,31-10-14,8-4187P
32.97,9,WATER,30-11-14,8-4187P
60.62,7,WATER,30-06-15,2-6559N
0,0,PWS,28-02-15,2-6559N
0,0,PWS,31-03-15,2-6559N
0,0,PWS,30-04-15,2-6559N
0,0,PWS,31-05-15,2-6559N
0,0,PWS,30-06-15,2-6559N
14.7,0,WATER,28-02-15,2-6559N
24.14,4,WATER,31-03-15,2-6559N
31.22,7,WATER,30-04-15,2-6559N
14.7,0,WATER,31-05-15,2-6559N
39.98,12,WATER,31-07-14,8-8258Q
49.94,16,WATER,31-08-14,8-8258Q
47.45,15,WATER,30-09-14,8-8258Q
37.49,11,WATER,31-10-14,8-8258Q
35.94,9,WATER,31-03-15,8-8258Q
